Temperature;Fe2O3;Fe3O4;FeO;Fe
0;80.04;0;0;0
1;80.04;0;0;0
3;80.04;0;0;0
5;80.04;0;0;0
7;80.04;0;0;0
8;80.04;0;0;0
10;80.04;0;0;0
12;80.04;0;0;0
13;80.04;0;0;0
15;80.04;0;0;0
17;80.04;0;0;0
18;80.04;0;0;0
20;80.04;0;0;0
22;80.04;0;0;0
23;80.04;0;0;0
25;80.04;0;0;0
27;80.04;0;0;0
28;80.04;0;0;0
30;80.04;0;0;0
32;80.04;0;0;0
34;80.04;0;0;0
35;80.04;0;0;0
37;80.04;0;0;0
39;80.04;0;0;0
40;80.04;0;0;0
42;80.04;0;0;0
44;80.04;0;0;0
45;80.04;0;0;0
47;80.04;0;0;0
49;80.04;0;0;0
50;80.04;0;0;0
52;80.04;0;0;0
54;80.04;0;0;0
55;80.04;0;0;0
57;80.04;0;0;0
59;80.04;0;0;0
61;80.04;0;0;0
62;80.04;0;0;0
64;80.04;0;0;0
66;80.04;0;0;0
67;80.04;0;0;0
69;80.04;0;0;0
71;80.04;0;0;0
72;80.04;0;0;0
74;80.04;0;0;0
76;80.04;0;0;0
77;80.04;0;0;0
79;80.04;0;0;0
81;80.04;0;0;0
83;80.04;0;0;0
84;80.04;0;0;0
86;80.04;0;0;0
88;80.04;0;0;0
89;80.04;0;0;0
91;80.04;0;0;0
93;80.04;0;0;0
94;80.04;0;0;0
96;80.04;0;0;0
98;80.04;0;0;0
99;80.04;0;0;0
101;80.04;0;0;0
103;80.04;0;0;0
104;80.04;0;0;0
106;80.04;0;0;0
108;80.04;0;0;0
109;80.04;0;0;0
111;80.04;0;0;0
113;80.04;0;0;0
114;80.04;0;0;0
116;80.04;0;0;0
118;80.04;0;0;0
120;80.04;0;0;0
121;80.04;0;0;0
123;80.04;0;0;0
125;80.04;0;0;0
126;80.04;0;0;0
128;80.04;0;0;0
130;80.04;0;0;0
131;80.04;0;0;0
133;80.04;0;0;0
135;80.04;0;0;0
136;80.04;0;0;0
138;80.04;0;0;0
140;80.04;0;0;0
141;80.04;0;0;0
143;80.04;0;0;0
145;80.04;0;0;0
147;80.04;0;0;0
148;80.04;0;0;0
150;80.04;0;0;0
152;80.04;0;0;0
153;80.04;0;0;0
155;80.04;0;0;0
157;80.04;0;0;0
158;80.04;0;0;0
160;80.04;0;0;0
162;80.04;0;0;0
163;80.04;0;0;0
165;80.04;0;0;0
167;80.04;0;0;0
169;80.04;0;0;0
170;80.04;0;0;0
172;80.04;0;0;0
174;80.04;0;0;0
175;80.04;0;0;0
177;80.04;0;0;0
179;80.04;0;0;0
180;80.04;0;0;0
182;80.04;0;0;0
184;80.04;0;0;0
185;80.04;0;0;0
187;80.04;0;0;0
189;80.04;0;0;0
190;80.04;0;0;0
192;80.04;0;0;0
194;80.04;0;0;0
195;80.04;0;0;0
197;80.04;0;0;0
199;80.04;0;0;0
201;80.04;0;0;0
202;79.86;0.18;0;0
204;79.67;0.37;0;0
205;79.38;0.66;0;0
207;78.98;1.06;0;0
209;78.46;1.58;0;0
211;77.86;2.18;0;0
213;77.86;2.18;0;0
214;77.17;2.87;0;0
215;76.42;3.62;0;0
217;75.58;4.46;0;0
219;74.76;5.28;0;0
220;73.89;6.15;0;0
222;72.93;7.11;0;0
224;72.05;7.99;0;0
226;71.14;8.9;0;0
228;70.17;9.87;0;0
230;69.18;10.86;0;0
232;69.18;10.86;0;0
234;68.25;11.79;0;0
236;68.25;11.79;0;0
238;67.31;12.73;0;0
240;67.31;12.73;0;0
242;66.38;13.66;0;0
244;66.38;13.66;0;0
246;65.48;14.56;0;0
248;65.48;14.56;0;0
250;64.58;15.46;0;0
252;64.58;15.46;0;0
254;63.62;16.42;0;0
255;62.62;17.42;0;0
257;61.62;18.42;0;0
259;60.61;19.43;0;0
261;59.66;20.38;0;0
262;58.71;21.33;0;0
264;57.81;22.23;0;0
266;56.85;23.19;0;0
268;55.88;24.16;0;0
270;54.98;25.06;0;0
272;54.05;25.99;0;0
274;53.14;26.9;0;0
276;52.22;27.82;0;0
277;51.32;28.72;0;0
279;49.47;30.57;0;0
281;48.61;31.43;0;0
282;47.76;32.28;0;0
284;46.02;34.02;0;0
286;45.14;34.9;0;0
288;44.35;35.69;0;0
289;43.61;36.43;0;0
291;42.89;37.15;0;0
293;42.09;37.95;0;0
295;41.28;38.76;0;0
298;40.53;39.51;0;0
300;39.84;40.2;0;0
302;39.12;40.92;0;0
304;38.36;41.68;0;0
306;37.65;42.39;0;0
309;36.91;43.13;0;0
311;36.21;43.83;0;0
312;35.5;44.54;0;0
313;34.8;45.24;0;0
314;34.11;45.93;0;0
315;32.69;47.35;0;0
317;31.95;48.09;0;0
318;30.55;49.49;0;0
320;29.22;50.82;0;0
322;27.92;52.12;0;0
324;27.3;52.74;0;0
325;26.03;54.01;0;0
327;24.85;55.19;0;0
330;23.69;56.35;0;0
332;23.13;56.91;0;0
333;21.96;58.08;0;0
335;21.43;58.61;0;0
336;20.3;59.74;0;0
338;19.75;60.29;0;0
339;18.68;61.36;0;0
341;18.15;61.89;0;0
342;17.12;62.92;0;0
344;16.1;63.94;0;0
347;15.61;64.43;0;0
349;15.13;64.91;0;0
352;14.7;65.34;0;0
354;14.23;65.81;0;0
356;13.8;66.24;0;0
358;13.4;66.64;0;0
360;12.97;67.07;0;0
362;12.53;67.51;0;0
365;12.13;67.91;0;0
367;11.7;68.34;0;0
368;10.91;69.13;0;0
370;10.54;69.5;0;0
371;10.19;69.85;0;0
372;9.46;70.58;0;0
375;8.72;71.32;0;0
377;8.38;71.66;0;0
378;8.03;72.01;0;0
379;7.36;72.68;0;0
381;6.7;73.34;0;0
383;6.38;73.66;0;0
384;5.81;74.23;0;0
386;5.24;74.8;0;0
388;4.95;75.09;0;0
389;4.65;75.39;0;0
390;4.12;75.92;0;0
392;3.89;76.15;0;0
393;3.66;76.38;0;0
394;3.43;76.61;0;0
395;3.01;77.03;0;0
397;2.58;77.46;0;0
399;2.38;77.66;0;0
400;2.02;78.02;0;0
402;1.86;78.18;0;0
405;1.67;78.37;0;0
407;1.51;78.53;0;0
409;1.35;78.69;0;0
411;1.21;78.83;0;0
413;1.09;78.95;0;0
415;0.94;79.1;0;0
417;0.82;79.22;0;0
419;0.72;79.32;0;0
422;0.63;79.41;0;0
424;0.54;79.5;0;0
425;0.38;79.66;0;0
427;0.24;79.8;0;0
429;0.18;79.86;0;0
430;0.09;79.95;0;0
432;0.03;80.01;0;0
434;0;80.06;0;0
435;0;80.07;0;0
437;0;80.08;0;0
439;0;80.08;0;0
440;0;80.08;0;0
442;0;80.08;0;0
443;0;80.08;0;0
445;0;80.08;0;0
446;0;80.08;0;0
448;0;80.08;0;0
449;0;80.08;0;0
450;0;80.08;0;0
452;0;80.08;0;0
453;0;80.08;0;0
455;0;80.08;0;0
456;0;80.08;0;0
458;0;80.08;0;0
459;0;80.08;0;0
462;0;80.08;0;0
464;0;80.08;0;0
466;0;80.08;0;0
468;0;80.08;0;0
470;0;80.08;0;0
472;0;80.08;0;0
475;0;80.08;0;0
477;0;80.08;0;0
479;0;80.08;0;0
481;0;80.08;0;0
482;0;80.08;0;0
484;0;80.08;0;0
485;0;80.08;0;0
487;0;80.08;0;0
488;0;80.08;0;0
490;0;80.08;0;0
492;0;80.08;0;0
494;0;80.08;0;0
495;0;80.08;0;0
497;0;80.08;0;0
498;0;80.08;0;0
500;0;80.08;0;0
501;0;80.08;0;0
502;0;80.08;0;0
504;0;80.08;0;0
506;0;80.08;0;0
507;0;80.08;0;0
509;0;80.08;0;0
511;0;80.08;0;0
513;0;80.08;0;0
514;0;80.08;0;0
516;0;80.08;0;0
517;0;80.08;0;0
519;0;80.08;0;0
521;0;80.08;0;0
523;0;80.08;0;0
525;0;80.08;0;0
526;0;80.08;0;0
529;0;80.08;0;0
531;0;80.08;0;0
534;0;80.08;0;0
536;0;80.08;0;0
538;0;80.08;0;0
540;0;80.08;0;0
543;0;80.08;0;0
545;0;80.08;0;0
547;0;80.08;0;0
549;0;80.08;0;0
550;0;80.08;0;0
553;0;80.08;0;0
554;0;80.08;0;0
555;0;80.08;0;0
558;0;80.08;0;0
559;0;80.08;0;0
561;0;80.08;0;0
563;0;80.08;0;0
564;0;80.08;0;0
566;0;80.08;0;0
567;0;80.08;0;0
568;0;80.08;0;0
570;0;80.08;0;0
572;0;80.08;0;0
573;0;80.08;0;0
575;0;80.08;0;0
576;0;80.08;0;0
578;0;80.08;0;0
579;0;80.08;0;0
581;0;80.08;0;0
583;0;80.08;0;0
584;0;80.08;0;0
586;0;80.08;0;0
589;0;80.08;0;0
591;0;80.08;0;0
593;0;80.08;0;0
595;0;80.08;0;0
597;0;80.08;0;0
599;0;80.08;0;0
601;0;80.08;0;0
604;0;80.08;0;0
606;0;80.08;0;0
608;0;80.08;0;0
610;0;80.08;0;0
611;0;80.08;0;0
613;0;80.08;0;0
615;0;80.08;0;0
617;0;80.08;0;0
618;0;80.08;0;0
619;0;80.08;0;0
620;0;80.08;0;0
622;0;80.08;0;0
623;0;80.08;0;0
624;0;80.08;0;0
625;0;80.08;0;0
627;0;80.08;0;0
629;0;80.08;0;0
630;0;80.08;0;0
632;0;80.08;0;0
634;0;80.08;0;0
635;0;80.08;0;0
636;0;80.08;0;0
638;0;80.08;0;0
640;0;80.08;0;0
642;0;80.08;0;0
644;0;80.08;0;0
646;0;80.08;0;0
648;0;80.08;0;0
651;0;80.08;0;0
653;0;80.08;0;0
655;0;80.08;0;0
657;0;80.08;0;0
659;0;80.08;0;0
662;0;80.08;0;0
663;0;80.08;0;0
665;0;80.08;0;0
667;0;80.08;0;0
668;0;80.08;0;0
670;0;80.08;0;0
672;0;80.08;0;0
674;0;80.08;0;0
675;0;80.08;0;0
677;0;80.08;0;0
679;0;80.08;0;0
680;0;80.08;0;0
682;0;80.08;0;0
684;0;80.08;0;0
685;0;80.08;0;0
687;0;80.08;0;0
688;0;80.08;0;0
690;0;80.08;0;0
692;0;80.08;0;0
693;0;80.08;0;0
695;0;80.08;0;0
696;0;80.08;0;0
699;0;80.08;0;0
701;0;80.08;0;0
704;0;80.08;0;0
706;0;79.82;0.26;0
708;0;79.82;0.26;0
711;0;79.49;0.59;0
713;0;79.49;0.59;0
716;0;78.98;1.1;0
718;0;78.98;1.1;0
720;0;78.32;1.76;0
721;0;78.32;1.76;0
722;0;77.54;2.54;0
723;0;77.54;2.54;0
725;0;76.65;3.43;0
726;0;76.65;3.43;0
727;0;75.66;4.42;0
728;0;74.61;5.47;0
730;0;73.51;6.57;0
732;0;73.51;6.57;0
733;0;72.4;7.68;0
735;0;72.4;7.68;0
736;0;71.35;8.73;0
737;0;70.28;9.8;0
739;0;70.28;9.8;0
740;0;69.15;10.93;0
741;0;67.98;12.1;0
743;0;66.77;13.31;0
746;0;66.77;13.31;0
747;0;65.57;14.51;0
748;0;64.36;15.72;0
750;0;63.13;16.95;0
752;0;63.13;16.95;0
753;0;61.98;18.1;0
756;0;61.98;18.1;0
758;0;60.83;19.25;0
760;0;60.83;19.25;0
763;0;59.76;20.32;0
765;0;59.76;20.32;0
767;0;58.68;21.4;0
770;0;58.68;21.4;0
772;0;57.61;22.47;0
774;0;57.61;22.47;0
776;0;56.54;23.54;0
778;0;55.42;24.66;0
780;0;55.42;24.66;0
781;0;54.42;25.66;0
782;0;53.39;26.69;0
785;0;52.38;27.7;0
786;0;52.38;27.7;0
787;0;51.35;28.73;0
788;0;50.31;29.77;0
789;0;49.3;30.78;0
791;0;48.35;31.73;0
792;0;47.35;32.73;0
793;0;46.39;33.69;0
795;0;45.48;34.6;0
796;0;44.56;35.52;0
797;0;43.65;36.43;0
799;0;42.8;37.28;0
800;0;41.94;38.14;0
801;0;41.05;39.03;0
802;0;40.19;39.89;0
803;0;39.26;40.82;0
805;0;38.38;41.7;0
806;0;37.49;42.59;0
807;0;36.65;43.43;0
808;0;35.77;44.31;0
809;0;34.95;45.13;0
811;0;34.17;45.91;0
813;0;33.36;46.72;0
815;0;32.5;47.58;0
818;0;31.71;48.37;0
820;0;30.9;49.18;0
823;0;30.09;49.99;0
825;0;29.3;50.78;0
828;0;28.49;51.59;0
830;0;27.73;52.35;0
833;0;26.99;53.09;0
834;0;26.3;53.78;0
835;0;25.57;54.51;0
837;0;24.9;55.18;0
838;0;24.18;55.9;0
839;0;23.49;56.59;0
840;0;22.79;57.29;0
841;0;22.16;57.92;0
843;0;21.5;58.58;0
844;0;20.85;59.23;0
845;0;20.18;59.9;0
846;0;19.5;60.58;0
847;0;18.88;61.2;0
849;0;18.27;61.81;0
850;0;17.67;62.41;0
851;0;17.06;63.02;0
852;0;16.46;63.62;0
853;0;15.32;64.76;0
856;0;14.76;65.32;0
857;0;14.27;65.81;0
858;0;13.74;66.34;0
859;0;13.21;66.87;0
860;0;12.72;67.36;0
862;0;12.17;67.91;0
863;0;11.66;68.42;0
864;0;11.18;68.9;0
865;0;10.7;69.38;0
866;0;10.23;69.85;0
868;0;9.76;70.32;0
871;0;9.34;70.74;0
873;0;8.9;71.18;0
876;0;8.43;71.65;0
878;0;8.02;72.06;0
881;0;7.59;72.49;0
884;0;7.2;72.88;0
886;0;6.82;73.26;0
889;0;6.41;73.67;0
890;0;6.02;74.06;0
892;0;5.65;74.43;0
893;0;5.29;74.79;0
894;0;4.97;75.11;0
896;0;4.64;75.44;0
897;0;3.93;76.15;0
899;0;3.61;76.47;0
900;0;3.34;76.74;0
902;0;3.04;77.04;0
903;0;2.78;77.3;0
904;0;2.52;77.23;0.33
906;0;2.29;77.46;0.33
907;0;2.06;77.2;0.82
908;0;1.84;77.42;0.82
909;0;1.62;76.92;1.54
911;0;1.43;77.11;1.54
912;0;1.25;76.38;2.45
913;0;1.09;76.54;2.45
915;0;0.93;75.67;3.48
916;0;0.79;75.81;3.48
917;0;0.65;74.92;4.51
919;0;0.53;75.04;4.51
920;0;0.42;74.03;5.63
921;0;0.33;74.12;5.63
922;0;0.24;73.05;6.79
924;0;0.17;73.12;6.79
927;0;0.12;71.96;8
930;0;0.08;72;8
932;0;0.04;70.83;9.21
936;0;0.01;70.86;9.21
938;0;0;69.67;10.41
942;0;0;69.68;10.41
945;0;0;68.45;11.64
948;0;0;68.45;11.64
950;0;0;67.2;12.89
954;0;0;67.2;12.89
956;0;0;65.96;14.13
959;0;0;65.96;14.13
960;0;0;64.71;15.38
962;0;0;64.71;15.38
963;0;0;63.45;16.64
964;0;0;63.45;16.64
965;0;0;62.2;17.89
967;0;0;62.2;17.89
968;0;0;61.03;19.06
969;0;0;61.03;19.06
971;0;0;59.87;20.22
972;0;0;59.87;20.22
973;0;0;58.72;21.37
975;0;0;58.72;21.37
976;0;0;57.55;22.54
977;0;0;57.55;22.54
978;0;0;56.41;23.68
980;0;0;56.41;23.68
981;0;0;55.26;24.83
983;0;0;54.16;25.93
984;0;0;54.16;25.93
985;0;0;53.06;27.03
986;0;0;51.95;28.14
988;0;0;51.95;28.14
989;0;0;50.83;29.26
990;0;0;49.72;30.37
992;0;0;48.64;31.45
994;0;0;47.6;32.49
997;0;0;46.58;33.51
1000;0;0;45.57;34.52
1003;0;0;44.55;35.54
1005;0;0;43.58;36.51
1008;0;0;42.62;37.47
1011;0;0;41.61;38.48
1014;0;0;40.64;39.45
1016;0;0;39.67;40.42
1017;0;0;38.72;41.37
1018;0;0;37.75;42.34
1020;0;0;36.79;43.3
1021;0;0;35.85;44.24
1023;0;0;34.94;45.15
1024;0;0;34.03;46.06
1025;0;0;33.13;46.96
1027;0;0;32.22;47.87
1028;0;0;31.35;48.74
1029;0;0;30.51;49.58
1031;0;0;29.63;50.46
1032;0;0;28.79;51.3
1034;0;0;27.98;52.11
1035;0;0;27.17;52.92
1036;0;0;26.36;53.73
1037;0;0;25.55;54.54
1039;0;0;24.75;55.34
1040;0;0;24;56.09
1041;0;0;23.24;56.85
1043;0;0;22.51;57.58
1044;0;0;21.8;58.29
1045;0;0;21.04;59.05
1047;0;0;20.33;59.76
1048;0;0;19.65;60.44
1050;0;0;18.97;61.12
1053;0;0;18.27;61.82
1056;0;0;17.57;62.52
1058;0;0;16.93;63.16
1061;0;0;16.3;63.79
1064;0;0;15.68;64.41
1067;0;0;15.08;65.01
1070;0;0;14.45;65.64
1072;0;0;13.84;66.25
1073;0;0;13.26;66.83
1075;0;0;12.7;67.39
1076;0;0;12.14;67.95
1077;0;0;11.55;68.54
1079;0;0;11;69.09
1080;0;0;10.47;69.62
1081;0;0;9.94;70.15
1083;0;0;9.44;70.65
1084;0;0;8.94;71.15
1085;0;0;8.45;71.64
1087;0;0;7.97;72.12
1088;0;0;7.51;72.58
1090;0;0;7.04;73.05
1091;0;0;6.59;73.5
1092;0;0;6.17;73.92
1094;0;0;5.75;74.34
1095;0;0;5.36;74.73
1097;0;0;4.95;75.14
1098;0;0;4.59;75.5
1099;0;0;4.23;75.86
1100;0;0;3.88;76.21
1102;0;0;3.58;76.51
1103;0;0;3.28;76.81
1105;0;0;3;77.09
1106;0;0;2.72;77.37
1109;0;0;2.45;77.64
1112;0;0;2.21;77.88
1115;0;0;1.98;78.11
1118;0;0;1.76;78.33
1121;0;0;1.54;78.55
1123;0;0;1.35;78.74
1127;0;0;1.16;78.93
1129;0;0;0.99;79.1
1130;0;0;0.84;79.25
1131;0;0;0.7;79.39
1133;0;0;0.56;79.53
1134;0;0;0.46;79.63
1136;0;0;0.35;79.74
1137;0;0;0.25;79.84
1138;0;0;0.17;79.92
1140;0;0;0.1;79.99
1141;0;0;0.05;80.04
1142;0;0;0.02;80.07
1144;0;0;0;80.09
1145;0;0;0;80.09
1147;0;0;0;80.09
1148;0;0;0;80.09
1149;0;0;0;80.09
1151;0;0;0;80.09
1152;0;0;0;80.09
1153;0;0;0;80.09
1155;0;0;0;80.09
1156;0;0;0;80.09
1157;0;0;0;80.09
1159;0;0;0;80.09
1160;0;0;0;80.09
1161;0;0;0;80.09
1164;0;0;0;80.09
1166;0;0;0;80.09
1169;0;0;0;80.09
1172;0;0;0;80.09
1175;0;0;0;80.09
1179;0;0;0;80.09
1182;0;0;0;80.09
1184;0;0;0;80.09
1186;0;0;0;80.09
1188;0;0;0;80.09
1189;0;0;0;80.09
1190;0;0;0;80.09
1191;0;0;0;80.09
1193;0;0;0;80.09
1194;0;0;0;80.09
1196;0;0;0;80.09
1197;0;0;0;80.09
1198;0;0;0;80.09
1200;0;0;0;80.09
Total time:;120.19;s
Inclusion:;20;%
